Koh Kradan, Krabi, 12:15 - 15:35, 1900, 1440, 1600, 1180
Koh Kradan, Phuket, 10:45 - 14:30, 1950, 1290, 1750, 1090
Koh Kradan, Phuket, 12:15 - 16:00, 1950, 1290, 1750, 1090
Koh Lanta, Koh Bulone, 10:30 - 12:30, 1600, 960, 1350, 860
Koh Lanta, Koh Kradan, 10:30 - 11:35, 950, 650, 850, 600
Koh Lanta, Koh Kradan, 15:00 - 16:10, 950, 650, 850, 600
Koh Lanta, Koh Lipe, 10:30 - 13:30, 1700, 1140, 1400, 1040
Koh Lanta, Koh Mook, 10:30 - 11:20, 900, 540, 800, 490
Koh Lanta, Koh Mook, 15:00 - 15:50, 900, 540, 800, 490
Koh Lanta, Koh Ngai, 10:30 - 11:10, 650, 390, 500, 340
Koh Lanta, Koh Ngai, 15:00 - 15:40, 650, 390, 500, 340
Koh Lanta, Koh Phi Phi, 09:00 - 09:30, 700, 600, 500, 400
Koh Lanta, Koh Phi Phi, 13:00 - 13:30, 700, 600, 500, 400
Koh Lanta, Koh Phi Phi, 14:30 - 15:00, 700, 600, 500, 400
Koh Lanta, Koh Phuket, 09:00 - 10:30, 1500, 900, 1000, 700
Koh Lanta, Koh Phuket, 13:00 - 14:30, 1500, 900, 1000, 700
Koh Lanta, Koh Phuket, 14:30 - 16:00, 1500, 900, 1000, 700
Koh Lanta, Koh Yao Noi, 14:30 - 16:15, 1200, 1000, 900, 800
Koh Lanta, Koh Yao Yai, 14:30 - 16:25, 1200, 1000, 900, 800
Koh Lanta, Krabi, 14:30 - 15:35, 950, 750, 750, 550
Koh Lanta, Railay Beach, 14:30 - 15:50, 1100, 900, 800, 700
Koh Lipe, Koh Bulone, 10:30 - 11:30, 600, 360, 500, 310
Koh Lipe, Koh Kradan, 10:30 - 12:15, 1400, 840, 1200, 740
Koh Lipe, Koh Lanta, 10:30 - 13:30, 1700, 1140, 1400, 1040
Koh Lipe, Koh Mook, 10:30 - 12:30, 1400, 840, 1200, 740
Koh Lipe, Koh Ngai, 10:30 - 12:50, 1600, 960, 1400, 860
Koh Lipe, Koh Phi Phi, 10:30 - 15:00, 2300, 1300, 1700, 1200
Koh Lipe, Koh Yao Noi, 10:30 - 16:15, 2900, 2140, 2300, 1840
Koh Lipe, Koh Yao Yai, 10:30 - 16:25, 2900, 2140, 2300, 1840
Koh Lipe, Krabi, 10:30 - 15:35, 2650, 1890, 2150, 1590
Koh Lipe, Pakbara Pier, 09:30 - 11:00, 500, 500, 450, 450
Koh Lipe, Pakbara Pier, 11:30 - 13:00, 500, 500, 450, 450
Koh Lipe, Phuket, 10:30 - 16:00, 2450, 1700, 2000, 1600
Koh Mook, Koh Bulone, 11:20 - 12:35, 900, 540, 800, 490
Koh Mook, Koh Kradan, 11:20 - 11:35, 300, 180, 250, 150
Koh Mook, Koh Kradan, 15:50 - 16:10, 300, 180, 250, 150
Koh Mook, Koh Lanta, 11:00 - 12:00, 900, 540, 800, 490
Koh Mook, Koh Lanta, 12:30 - 13:30, 900, 540, 800, 490
Koh Mook, Koh Lipe, 11:20 - 13:30, 1400, 840, 1200, 740
Koh Mook, Koh Ngai, 11:00 - 11:30, 350, 210, 250, 160
Koh Mook, Koh Ngai, 12:30 - 12:50, 350, 210, 250, 160
Koh Mook, Koh Phi Phi, 11:00 - 13:30, 1600, 950, 1300, 750
Koh Mook, Koh Phi Phi, 12:30 - 15:00, 1600, 950, 1300, 750
Koh Mook, Koh Yao Noi, 12:30 - 16:15, 2100, 1540, 1700, 1290
Koh Mook, Koh Yao Yai, 12:30 - 16:25, 2100, 1540, 1700, 1290
Koh Mook, Krabi, 12:30 - 15:35, 1800, 1290, 1550, 1040
Koh Mook, Phuket, 11:00 - 14:30, 1950, 1290, 1750, 1090
Koh Mook, Phuket, 12:30 - 16:00, 1950, 1290, 1750, 1090
Koh Ngai, Koh Bulone, 11:10 - 12:35, 1050, 630, 950, 580
Koh Ngai, Koh Kradan, 11:10 - 11:35, 400, 240, 300, 180
Koh Ngai, Koh Kradan, 15:40 - 16:10, 400, 240, 300, 180
Koh Ngai, Koh Lanta, 11:30 - 12:00, 650, 390, 500, 340
Koh Ngai, Koh Lanta, 12:50 - 13:30, 650, 390, 500, 340
Koh Ngai, Koh Lipe, 11:10 - 13:30, 1600, 960, 1400, 860
Koh Ngai, Koh Mook, 11:10 - 11:20, 350, 210, 250, 160
Koh Ngai, Koh Mook, 15:40 - 15:50, 350, 210, 250, 160
Koh Ngai, Koh Phi Phi, 11:30 - 13:30, 1350, 810, 1050, 640
Koh Ngai, Koh Phi Phi, 12:50 - 15:00, 1350, 810, 1050, 640
Koh Ngai, Koh Yao Noi, 12:50 - 16:15, 1850, 1390, 1400, 1140
Koh Ngai, Koh Yao Yai, 12:50 - 16:25, 1850, 1390, 1400, 1140
Koh Ngai, Krabi, 12:50 - 15:35, 1500, 1140, 1250, 890
Koh Ngai, Phuket, 11:30 - 14:30, 1950, 1290, 1750, 1090
Koh Ngai, Phuket, 12:50 - 16:00, 1950, 1290, 1750, 1090
Koh Phiphi, Koh Bulone, 09:30 - 12:35, 2300, 1300, 1700, 1200
Koh Phiphi, Koh Kradan, 09:30 - 11:35, 1600, 950, 1300, 750
Koh Phiphi, Koh Kradan, 13:30 - 16:10, 1600, 950, 1300, 750
Koh Phiphi, Koh Lanta, 09:30 - 10:00, 700, 600, 500, 400
Koh Phiphi, Koh Lanta, 12:00 - 12:30, 700, 600, 500, 400
Koh Phiphi, Koh Lanta, 13:30 - 14:00, 700, 600, 500, 400
Koh Phiphi, Koh Lipe, 09:30 - 13:30, 2300, 1300, 1700, 1200
Koh Phiphi, Koh Mook, 09:30 - 11:20, 1600, 950, 1300, 750
Koh Phiphi, Koh Mook, 13:30 - 15:50, 1600, 950, 1300, 750
Koh Phiphi, Koh Ngai, 09:30 - 11:10, 1350, 810, 1050, 640
Koh Phiphi, Koh Ngai, 13:30 - 15:40, 1350, 810, 1050, 640
Koh Phiphi, Phuket, 09:30 - 10:30, 700, 600, 500, 400
Koh Phiphi, Phuket, 13:30 - 14:30, 700, 600, 500, 400
Koh Phiphi, Phuket, 15:00 - 16:00, 700, 600, 500, 400
Koh Tarutao, Koh Lipe, 12:00 - 13:00, 500, 500, 450, 450
Koh Yao Noi, Koh Bulone, 08:10 - 12:35, 2800, 1960, 2250, 1660
Koh Yao Noi, Koh Kradan, 08:10 - 11:35, 2150, 1690, 1750, 1430
Koh Yao Noi, Koh Lanta, 08:10 - 10:00, 1200, 1000, 900, 800
Koh Yao Noi, Koh Lipe, 08:10 - 13:30, 2900, 2140, 2300, 1840
Koh Yao Noi, Koh Mook, 08:10 - 11:20, 2100, 1540, 1700, 1290
Koh Yao Noi, Koh Ngai, 08:10 - 11:10, 1850, 1390, 1400, 1140
Koh Yao Noi, Koh Yao Yai, 16:15 - 16:25, 400, 200, 200, 100
Koh Yao Noi, Krabi, 08:10 - 08:50, 1200, 1000, 900, 800
Koh Yao Noi, Railay Beach, 08:10 - 08:35, 1350, 1150, 1050, 950
Koh Yao Yai, Koh Bulone, 08:00 - 12:35, 2800, 1960, 2250, 1660
Koh Yao Yai, Koh Kradan, 08:00 - 11:35, 2150, 1690, 1750, 1430
Koh Yao Yai, Koh Lanta, 08:00 - 10:00, 1200, 1000, 900, 800
Koh Yao Yai, Koh Lipe, 08:00 - 13:30, 2900, 2140, 2300, 1840
Koh Yao Yai, Koh Mook, 08:00 - 11:20, 2100, 1540, 1700, 1290
Koh Yao Yai, Koh Ngai, 08:00 - 11:10, 1850, 1390, 1400, 1140
Koh Yao Yai, Koh Yao Noi, 08:00 - 08:10, 400, 200, 200, 100
Koh Yao Yai, Krabi, 08:00 - 08:50, 1200, 1000, 900, 800
Koh Yao Yai, Railay Beach, 08:00 - 08:35, 1350, 1150, 1050, 950
Krabi, Koh Bulone, 08:50 - 12:35, 2400, 1710, 2100, 1410
Krabi, Koh Kradan, 08:50 - 11:35, 1900, 1440, 1600, 1180
Krabi, Koh Lanta, 08:50 - 10:00, 950, 750, 750, 550
Krabi, Koh Lipe, 08:50 - 13:30, 2650, 1890, 2150, 1590
Krabi, Koh Mook, 08:50 - 11:20, 1800, 1290, 1550, 1040
Krabi, Koh Ngai, 08:50 - 11:10, 1500, 1140, 1250, 890
Krabi, Koh Yao Noi, 15:35 - 16:15, 1200, 1000, 900, 800
Krabi, Koh Yao Yai, 15:35 - 16:25, 1200, 1000, 900, 800
Krabi, Railay Beach, 15:35 - 15:50, 400, 400, 300, 300
Pakbara PierKoh Lipe, , 11:30 - 13:00, 500, 500, 450, 450
Pakbara PierKoh Lipe, , 13:30 - 15:00, 500, 500, 450, 450
Pakbara PierKoh Tarutao, , 11:30 - 12:00, 500, 500, 450, 450
Phuket, Koh Bulone, 08:30 - 12:35, 2450, 1700, 2000, 1600
Phuket, Koh Kradan, 08:30 - 11:35, 1950, 1290, 1750, 1090
Phuket, Koh Kradan, 12:30 - 16:10, 1950, 1290, 1750, 1090
Phuket, Koh Lanta, 08:30 - 10:00, 1500, 900, 1000, 700
Phuket, Koh Lanta, 11:00 - 12:30, 1500, 900, 1000, 700
Phuket, Koh Lanta, 12:30 - 14:00, 1500, 900, 1000, 700
Phuket, Koh Lipe, 08:30 - 13:30, 2450, 1700, 2000, 1600
Phuket, Koh Mook, 08:30 - 11:20, 1950, 1290, 1750, 1090
Phuket, Koh Mook, 12:30 - 15:50, 1950, 1290, 1750, 1090
Phuket, Koh Ngai, 08:30 - 11:10, 1950, 1290, 1750, 1090
Phuket, Koh Ngai, 12:30 - 15:40, 1950, 1290, 1750, 1090
Phuket, Koh Phi Phi, 08:30 - 09:30, 700, 600, 500, 400
Phuket, Koh Phi Phi, 11:00 - 12:00, 700, 600, 500, 400
Phuket, Koh Phi Phi, 12:30 - 13:30, 700, 600, 500, 400
Railay Beach, Koh Bulone, 08:35 - 12:35, 2300, 1300, 1700, 1200
Railay Beach, Koh Kradan, 08:35 - 11:35, 1600, 950, 1300, 750
Railay Beach, Koh Lipe, 08:35 - 13:30, 2300, 1300, 1700, 1200
Railay Beach, Koh Mook, 08:35 - 11:20, 1600, 950, 1300, 750
Railay Beach, Koh Ngai, 08:35 - 11:10, 1350, 810, 1050, 640
Railay Beach, Koh Yao Noi, 15:50 - 16:15, 1350, 1150, 1050, 950
Railay Beach, Koh Yao Yai, 15:50 - 16:25, 1350, 1150, 1050, 950
Railay Beach, Lanta, 08:35 - 10:00, 1100, 900, 800, 700
